id,TEXT,LABEL
11798,"не оригинал, запах сразу уходит.",Подделка
13119,"товар пришел с помятой стенкой, удалось выправить, но все равно неприятно.",Товар или упаковка поврежден
7159,"Продавец поставил перед фактом, (ИП Абилгазиева) что нет моего цвета, выбирай что есть или отменяй заказ, убираю одну звезду за это. В итоге договорились, отправили небольшой подарок нам, товар сам классный, советую.","Другой товар,Продавец"
7144,"Продавец отличный - проблемы, возникшие с товаром (не по вине продавца) решили быстро и профессионально.",Продавец
6896,Прислали другой и он дырявый.,Другой товар
6461,"Подделка, крышкасын ашсан ағып кетеді.",Подделка
8624,"Суреттегідей емес, наскиді_x001A_ астында тормозы жо_x001A_.","Другой товар,Продавец"
8021,"Сломалась после первой зарядки, в мастерской сказали, что товар не оригинальный, а китайская реплика плохого качества. Расплавилась микросхема гнезда зарядки. Хотя считается, что техника этой фирмы не убиваем.",Подделка
239,"<unk> ехол 3 версия Деп заказ бердім, біра_x001A_ ма_x001A_ан pro нын чехолы келді?",Другой товар
729,"Барлығы жақсы келді, бірақ курьер уақытын кешіктіріп (хабарласа алмағаннан сәл уайым болды.",Доставка негатив
11580,"миноксидил не оригинал от них аллергия, подделка.",Подделка
12293,подделка!!! видно не вооруженным глазом!!!,Подделка
5707,"Осы кыздардан постоянно алам. </s> Касчествосы жа_x001A_сы, _x001A_рі сапалы. </s> Рахмет _x001A_ыздар_x001A_а.",Продавец
12938,"сумка пришла быстро, но качество сумки ужасное это было ожидаемо, так же внутри ужасно пахнет. лямки хлиплые и замки тоже. за такую цену качество сумки понятно, что будет плохая. поэтому решайте сами покупать или нет.",Товар плохого качества
1597,"Всегда покупаю этот сыр, мой любимый.",Неинформативный
9036,"Товар не отправили, мы заказали два чехла, оплатили за 2, отправили один, обманывают. Кпц.",Доставка негатив
1097,"Бір жағы суреттегідей суланып тұр, сүртсең, кайтадан сондай болады, кішкене тесиктері бар, көңілден шықпады.",Товар плохого качества
394,_x001A_атып _x001A_алып жатыр не советую этот магазин. Технодом Эврика сондай торговый центр оргинал.,Продавец
10345,"аltrand. осы кісілерден алдым, ужасно, не оригинал, е<unk>е звпндасам алмайды, каробка ашык жыртылған уяттары.","Продавец,Подделка,Товар или упаковка поврежден"
1901,"Доставили в срок, да ещё и порадовали акцией 1+1! Молодцы.",Доставка позитив
13902,Өте керемет.,Неинформативный
6096,"Очень всё понравилось, спасибо за мини подарок.","Продавец,Продукт"
12658,разбавили чем-то.,Товар плохого качества
4026,"Купили по цене оригинала, отправили подделку.",Подделка
1180,Бәрі жақсы өз орнына қойылды!.,Продукт
7917,Сатушы устіне цена _x001A_осып жіберген Каспи онлайн алу_x001A_а болмайды екен. .,Цена
1911,Доставили в тот же день. Спасибо за быструю доставку!,Доставка позитив
4665,Мені_x001A_ ал_x001A_аным брак болып шы_x001A_ты,Товар или упаковка поврежден
3353,"Каспидан алған ең сапасыз, және күткенімдей келмеген тауар шығар. Пластик суреттен бір қарағанда плотный көрінеді, ал на самом деле тонкий слишком. Әрине оған продавецтің қатысы жоқ, өндіруші болмаған соң Однорозовый сияқты( Және продавец 12шт емес, 11шт сап жіберген. Әр жерден жинаған ба банканы түсінбедім мен. Жіберер алдын ұқыптап санау керек қой. Картон қағаздың түрі мынау, қисайған, жыртық картонды скотчтап қалай болса солай сап жіберген. Стикері болса картонды ораған скотчқа жабысып қалған. Жай ала алмайсың, жыртылып тынды. Ужасные обслуживание. Барлық клиентке теңдей қарап, жұмысты тыянақты атқарсаңыздаршы. Мен возврат жасағам, бірақ әрі-бері тасып жүргім келмеді. Курьерге де обал. Сатушы өте кешірім сұрауды білмейтін сияқты.","Другой товар,Каспи"
9174,Товар сынып келди.,Товар или упаковка поврежден
3006,"Здравствуйте. Мне понравились серьги. Но я засомневалось на счет того действительно ли это серебро, так как не было никакой этикетки.",Подделка
2214,Екінші күн ішіп жатырмын.Нәтижесі оң болады деген ойдамын.Доставка уакытында келді.,Доставка позитив
8844,"Тез жеткізді, жігіттер өте сыпайы, Үлкен Рахмет!",Доставка позитив
2781,"Заказды бергенде сапасына күмәндәнып едім, мен ойлағаннан күшті болып келді, рахмет.",Продукт
7367,Ракмет доставка и сыра унады,Доставка позитив
7584,"Рақмет корнер дүкеніне 2 жыл қатарынан уход алып жүрмін. Оригинал товар әрдайым. Флюд өте қатты ұнап жатыр, бетті жылтыратып, тегістейді, қатыптандырады, тағы да алатын боламын.",Продукт
8936,Тесік болып келді мен скочтап қойдым сосын.,Товар или упаковка поврежден
4447,"Мамама и өзіме де заказ берген болатынмын, но умывашка крем сияқты срогы өтіп кеткен бе білмедім, алмаңыздар, возврать жасаймын.",Возврат
11055,заклинил в первый же день,Товар плохого качества
7095,"Продавец Muse Beautyshop отправил товар у которого срок годности должен истечь через пол года. А у этого продукта срок годности 3 года! Открыла спор, но из-за того что я уже выкинула коробку, возврат не приняли. В итоге этот товар у продавца, ему Каспи  уже перевел деньги, а я по словам продавца сама должна заказывать курьера с другого города. Я конечно у них больше ничего брать не буду, даже если придется брать дороже.","Товар плохого качества,Возврат"
11181,"к сожалению, цвета на губах вообще не видно, на картинке выглядит совсем по другому.",Товар плохого качества
12966,"сүт келген жоқ, тек кефир келді.",Неполная комплектация
2879,"Заказывали красный с жёлтым, ребёнок сам выбирал и очень ждал! Пришёл заказ конечно вовремя, зелёный с жёлтым, ребёнок расстроен! В целом качество хорошее!",Другой товар
4329,Магазин shako.,Продавец
13240,ужас тональный сухой бетіне шығып кетеді милани. жақсы еді. алдынғы алғаным.,Товар плохого качества
6021,Отправили другую расцветку.,Другой товар
8985,"Товар доставлен в срок. Спасибо магазину за подарочек, приятно))) Единственное непонятно, я вроде заказала бад 240 капсул, а пришла упаковка, где 180 капсул. Открыла, прежде, чем поняла, что другая дозировка, иначе оформила бы возврат.","Другой товар,Доставка позитив,Другой товар,Доставка позитив"
12409,"порошок подделка, ужас больше никогда не буду у вас его покупать, вы хоть проверяйте товар.",Подделка
7602,"Рақмет, аиақ жеп ауырады, соның емі грелка, жақсы екен, аиақта аяаздарды алды.",Продукт
2829,"Заказывала Azdent, положили другую марку, которая дешевле. И курьер как попало говорит если в это время не будете возвращаю обратно на склад так и по кругу будете ходить. У меня свой маршрут говорит. После он наконец согласился в конце пути заехать, заехал он уточнил номер квартиры. Я сказала выйду возле подъезда подождите как придёте наберёте. Он в итоге вообще номер своей машины сказал и ждал на парковке. Я надеялась хотя бы открыв товар, на всё закрою глаза. А тут ещё и товар, марка другая.","Доставка негатив,Другой товар"
6669,"Пользуемся 1 месяц, все устраивает, ни опрелостей, ни раздражения нет, доставка вовремя, рекомендую к приобретению.","Продукт,Доставка позитив"
6058,"Оформляю возврат, так как привезли не тот ноутбук, не соответствует заявленным характеристикам целый день ждала настроение испорчено, выбрала только по отзывам но к сожалению не оправдали всех надежд и ожиданий.","Возврат,Продавец,Другой товар"
10679,"вроде не брак. а какая страна изготовила неизвестно. наверное китай. пользуемся второй день. купила для мужа. купили именно 11, потому что все говорят, что только 11 удачно получились. удобно держать в руке. компактный. у меня самой айфон 11, тоже пользуюсь уже 4 года. работает отлично.",Подделка
6302,Пар жасамайды возврат жасаймын.,"Товар плохого качества,Товар плохого качества"
4549,"Маған ұнамады, кореиский умывашкамен жуып уиренып калыпты кожам. Иісіде керемет емес ондай, Гель для душа мужской иыс екен. Тек спреи для тела Гана қатты ұнады стоит өз бағасына оган 100деген баға коиса болады.",Товар плохого качества
1691,"Грамм меньше размер не тот положили, вообще цена завышена на такую тонькую компл я купила за 164500 а щась оно стоит 145 тыс.",Цена
13014,ткань приятная. швы ровные. не линяет. но размер на 20 см меньше чем в описании.,Товар плохого качества
4629,Мен сіздерге арыз жазамын. Себебі БІРІНШІДЕН: товарды дұрыс размер жібермеген ЕКІНШІДЕН:возврат жасау үшін адрес жоқ деген хотяол жерде адресім тұр ҮШІНШІДЕН: телефон алмайды ешқандай сұраққа жауап жоқ. Несі магазин жабылсын магазин.,"Продавец,Неинформативный"
5903,"Отличный коврик, без запаха.",Продукт
7318,Размер не подошел. Придется сделать возврат.,Неинформативный
123,"2 хl дің өзі кішкентай, мен өзімнің размерім М сонда қандай размерге арналған пиім.",Товар плохого качества
6282,"Ошиблись на размер меньше передали, дочь расстроилась, пришлось сделать возврат.","Другой товар,Возврат"
12893,"спасибо курьеру, доставили своевременно. я перечислила 1800 тг. а чек пробит на 1600 тг.","Доставка позитив,Цена"
1952,"Доставили раньше срока. Спасибо большое курьеру за доставку. Доставили раньше, должны были 19 января, а получила 14 января. Молодцы ребята! Супер. Упаковали хорошо, всё отлично, очень понравилось. Мне начинает нравиться заказывать через. Каспи.","Каспи,Продавец,Доставка позитив"
13017,"то заряжает, то нет, вероятно подделка!",Подделка
6580,"Полка понравилась, обычно с магазина звонят сами и предупреждают, сборки нет или есть, думала привезут собранной, а так ждала еще сутки, чтоб собрать. Поэтому сами звоните и спросите про сборку!",Продавец
7925,"Сағат Жапонияның оригинал сағаты емес, Қытайдың подделка тавары, алмаңыздар. Алдап сатады екен.",Подделка
4984,"Не берите Китай, ставил на второй день, выкинул.",Подделка
12561,"пришли быстро. но плотность фильтрующего элемента меньше, чем у оригинала.",Подделка
12854,"сначала лыжи заказал из лимпопо, видать выбрали самую плохую пару покарябаную со всех сторон, с трещинами. ребята, это новые лыжи, а выглядят как будто на них пробежали несколько олимпиад. я их отправил обратно. в этот раз заказал из athletex, лыжи пришли по лучше, но пару вмятин есть, лаковое покрытие с пузырями, прыщами, это же новая вещь. что с вами москва! австрийцам бы это не понравилось.",Товар или упаковка поврежден
6027,Отправили не тот товар!заказала р_x001A_л шторку 53см шириной. Привезли 50см ширина шторки. На мои окна этот размер не подойд<unk> т!,Другой товар
3817,Комплект не полный. Мелочь но нету.,Неполная комплектация
7231,"Противный, также отправили грязный товар, чуть ли не просроченный.",Товар просроченный
4288,"Ма_x001A_ан _x001A_нады! Зерде голд компаниясына рахмет доставканы уа_x001A_ытында жеткізді. Соны_x001A_ ішінде Мейрамбек Ержан_x001A_лы хабарласып, б_x001A_рін т_x001A_сіндіріп отырды. Ра_x001A_мет к_x001A_п!",Продавец
5748,Отборный 5.,Продукт
3931,"Крем хороший, но картинка не соответствует действительности, по факту там крем 40%, цена завышена в 2 раза, с такой процентностью крем можно купить за 1200-1500 тг, повелась на картинку, что там 50%, и поэтому гото. Продавец по прежнему продолжает обманывать покупателей. Крем хороший. Картинка не соответствует действительности. По факту там крем 40%. Цена завышена в Крем хороший поэтому 3 звёзды, за обман, готова была поставить 1 звезду.",Другой товар
3413,"Качество не очень. Брала такие же кружки на базаре, очень красивые. Увидела в Каспи, решила ещё заказать такие, но увы, качество не то. Для сравнения как будто оригинал и подделка.",Подделка
7960,"Сегодня опробовал диски в работе на аккумуляторной УШМ. Режут резво. Стачиваются, ожидаемо, быстро. Для работы на аккумуляторной УШМ — то, что доктор прописал. Порадовали подарки от продавца: +1 диск, добротные и плотные ХБ перчатки. Такое отношение к клиентам достойно высокой оценки. Диски рекомендую, как и продавца.","Продукт,Продавец"
13129,"товар пришёл вовремя, но плохого качества, волосы лезут со всех сторон.",Товар плохого качества
12376,"получая упаковку товара уже заподозрила что-то неладное. оно мне показалось маленьким и не ошиблась. данный кардиган (одно только название рассчитан только подростков, очень худых и маленьких девочек. это даже не кардиган, а какой-то короткий топик в виде кардигана. брала самый большой размер 50, в описании было написано, что сидит как оверсайз. а на деле это как будто 42-44 размер. и при этом на свитере ни одной бирки или указания о размере, составе, и как и его стирать. даже стирать страшно, боюсь уменьшится еще больше. в моем ожидании это был свободный кардиган. для крупных женщин с весом 70-80 кг категорически не подойдет. разочарована покупкой, 2 звезды только за качество свитера и насыщенного цвета. придется искать другой. для подарка девочке 12-14 лет подойдет.",Товар плохого качества
906,Блузка шифон деген бирак шифон емес размери келмеди тар боп калды бекер бердим возврат кылсам ауыстырып бересиз бе.,Другой товар
8176,Спасибо большое получил горелку! .Работает все отлично. Быстрое доставка.,Доставка позитив
3693,"Классная подушка для спины, удобная, красивая и приятная на ощупь. Советую.",Продукт
10287,"Я заказала бразильский арбуз, ожидала овальный и красный, чтобы угостить гостей. Но на деле привезли китайский или узбекский круглый и розовый, абсолютно невкусный арбуз. Полное разочарование, пришлось выкинуть полностью, потому что такие есть ещё рано и не вкусно, деньги на ветер.",Другой товар
13013,ткань очень тонкая. цена завышена раза в три.  пришёл помятый.,Товар плохого качества
3118,"Ип Абдибаева.Жеткізу уа_x001A_ыты 6к_x001A_нге кешігіп  келді. Айтулары бойынша 2-3 к_x001A_нге деп еді біра_x001A_ олай болмады к_x001A_нде _x001A_зім хабарласып біліп отырдым _x001A_не келеді міне келеді деп на_x001A_ты жауап айтпайды б_x001A_гін т_x001A_сте келеді деп айтып ерте_x001A_гісі кешке біра_x001A_ келді. Д_x001A_л осы жерден тапсырыс беруге кенес бермеймін!Ал диван_x001A_а келетін болса_x001A_ сапасы орташа,_x001A_з ба_x001A_асына т_x001A_рарлы_x001A_,_x001A_демі.",Продавец
13198,тюль фотодағыдай жақсы емес басқасын салғансындар созылып кететин.,Другой товар
11272,"качество съёмки нормальное! но качество камеры салона снимает только задний ряд передних пассажиров видно только по пол лица. а камера заднего хода вообще атас 0, 2 мегапикселя снимает с задержкой да и качество съёмки все в пикселях! я ее даже устанавливать не стал!",Товар плохого качества
5340,Неге простиня на резинке болып келди.,Вопрос клиента
7412,"Рахмет Каспий банктын _x001A_жымдарына.Берілген заказдарымды тез уа_x001A_ыттарына б_x001A_рын жеткізіп т_x001A_рады.Ал_x001A_ан заказдарыма к_x001A__x001A_ілін толып т_x001A_рады.Оператор ,курьер балаларыма ма К_x001A_п Рахмет._x001A_те инабатты, жа_x001A_сы _x001A_арым _x001A_атынаста .",Каспи
12650,"работает через раз, я не понял, еще 14 дней не прошли думаю вернуть покупал в магазине сулпак за 24990тг.","Цена,Товар плохого качества"
6338,"Перчик привезли наисвежайший, как будто только с грядки.",Продукт
13752,Әдемі болып келді.,Продукт
794,Басқасын салып жіберген.,Другой товар
1891,"Доставили быстро, спасибо большое магазину за быстроту, пока еще не устанавливали!","Доставка позитив,Продавец"
4436,Маленький. До этого брал был чуть побольше. Но несмотря на свой размер остужает.,Товар плохого качества
6182,"Очень помотали нервы нам. Пришел не в назначенный срок.! Сперва сказали, что не заказывали у них, потом почему то не брали трубку когда им звонили. В итоге все разъяснилось через несколько дней. Шкаф был доставлен по назначению.! Спасибо.","Доставка негатив,Продавец"
8704,"Сырты _x001A_атып _x001A_ал_x001A_ан кетчуппен был_x001A_аннан _x001A_кеп берді, со_x001A_ан _x001A_ара_x001A_анда Магнум жаман ж_x001A_ман, т_x001A_рып _x001A_ал_x001A_ан заттарын жібере ма деген ой туды",Товар или упаковка поврежден
295,"EUROPHARMA д_x001A_кеніне улкен рахмет,  бірнеше рет тапсырыс бердим,  аркашан уа_x001A_ытылы арі укыпты салып жибереди! .И курьеру спасибо,  вежливый! ?",Продавец
5380,"Неправильно дали адрес курьеру. Несколько раз перезванивал, уточнял адрес.",Доставка негатив
11258,качество очень плохое матраса в кровати материал дёшевая не стоит брать даже,Товар плохого качества
1046,Быстрая доставка. Вежливый персонал,Продавец
5931,Отличный магазин. Быстрая доставка.,Продавец
5958,"Отличный продавец, очень советую",Продавец
6577,"Полики хорошие, размеры совпадают. Но есть один неприятный момент - это рваные края логотипа, как со стороны водителя, так и со стороны пассажира.",Товар плохого качества
7881,"Сапасы өте жақсы, заказ беріп алдыруларыңызға болады.",Продукт
1785,"Диадема хорошая как и хотелось, не пожалела что именно эту выбрала.",Продукт
10758,далаға ұшып кетті қалай екенін білмеймін әлі. қайтпай қалды джойстике багынбады.,Товар плохого качества
286,CRV Shop Too рахмет.,Продавец
12061,"одеяло тонкое, местами просвечивается, торчат нитки не знаю, может мне такое попалось. в общем оформила возврат.","Возврат,Товар плохого качества"
10032,Чемодан не закрывается.,Товар плохого качества
1758,"Держатель классный, только на камень, а вот у дочек раковины металлические - отваливаются!",Продукт
5830,Отличная цена.,Цена
1284,"В целом с телефоном все нормально, но я ждал его месяц если даже не 2 месяца, в итоге мне привезли телефон, наушники, шнур для зарядки, а блок питания так и не привезли, вспоминают об этом только когда я звоню, просто положили на это большой черный.",Неполная комплектация
8241,Спасибо за доставку раньше срока. Обслуживание на высоком уровне.,"Продавец,Доставка позитив"
13916,"Өте күшті паста! Постоянно осыны пайдаланамын, но Каспи магазиннен алғаш заказ беруім еді! Sweet Sugar магазині мықты етіп, ағып кетпейтіндей етіп орап жіберіпті! Оған қоса қасына молочко в подарок салып жіберіпті қандай <unk> едрый подарок! Рахмет. Еңбектеріңіздің жемісін көріңіздер.","Продавец,Продукт,Каспи"
7039,"Пришло не то, что на фото, продавец отнёсся к заказу недобросовестно. Один правый вообще в клею, не советую брать в этом магазине, оформил возврат.","Неинформативный,Возврат,Другой товар"
11853,не понравилось и сломанный пришел ?,Товар или упаковка поврежден
12458,"привезли в ужасном состоянии, половину выкинуть придётся, будто бы специально все переломали. обидно.",Товар или упаковка поврежден
11178,"к сожалению, не оправдал ожиданий, ножка короче другой, места стыковки не совпадают, разочарована.",Товар плохого качества
11808,"не оригинал, своих денег не стоит это точно, так и еще после получения заказа цена упала на 10 тысяч. не понятно какая там себестоимость, думаю на рынке можно взять тыс за 7.",Подделка
9226,"Товарды д_рыс жіберген жо_, 6 мы_ды_ шезлонгты жібере сал_ан, мен ойыншы_ына бола осы товарды ал_ан едім, звандасам возврат жаса_ыз дейді, возврат жасайтын мені_ уа_ытым жо_,",Другой товар
3033,ИП BARSA товар не оригинал пришел.,Подделка
13575,"Қара түсті двойка өте сәнді әрі жарасымды. Матасы сапалы, денеге әдемі отырып, келбетті келісті етіп көрсетеді. Ресми кездесулерге де, салтанатты іс-шараларға да киюге болады. Тігісі ұқыпты, заманауи стильмен үйлескен. Түсі оңып кетпейді, қара түс әрқашан өзекті! Ұсынамын!.",Продукт
549,Ала сала узилди.,Товар плохого качества
4303,"Ма_ан _на_ан жо_, мен берген кок болатын, _арасын салып жіберіпті, бакабой зеркаласы жо_, шурыптары толы_ емес возврат жасадым осымен 3ші рет д_рыс келмеді заказым.",Другой товар
8140,Спасибо большое Каспий что есть. Он в меня верит,Каспи
3574,Керемет сапасы жақсы.,"Продукт,Продукт,Продукт"
13392,"цена соответствует качеству, оно никакое не рекомендую эту поделку к покупке.",Подделка
13648,қызмет көрсету өте нашар мүлдем басқа нәрсе келді. фуууу.,"Продавец,Другой товар"
2648,"Заказ сделала в 02:32 ночи , написано было с 9/12 часов дня доставят ! Магнум ! И принесли к 11:42! Издеваются ! До последнего тянут время !! Раньше могли бы принести !!!","Продавец,Продавец,Продавец,Продавец,Продавец,Продавец"
2586,Забыли приложить ручку.,Неполная комплектация
6598,Положили не тот товар. Не тот тип. Обман.,Другой товар
3160,Иісі жағымды басты ауыртпайды.,Продукт
11180,"к сожалению, товар пришел разбитый, но, возможно, это не вина продавца. меня берет сомнение, что это товар не компании wilmax, так как я не нашла ни одной надписи. в остальных случаях при покупке товара данной компании на каждом изделии была надпись . покупкой не довольна.",Товар или упаковка поврежден
8136,"Спасибо большое Биосфера, доставка быстрая.","Продавец,Доставка позитив"
3480,Качество хорошее. Спасибо.,Продукт
2377,"Жақсы екен, тез заряд.",Продукт
6114,"Очень жаль, но отправили подделку.",Подделка
5964,"Отличный пррдавец, очень вежливый и отзывчивый персонал. Делала заказ из Алматы в Шымкент, переживала. Заказ выполнили отлично????",Продавец
9004,"Товар за свою цену, но закончилась быстро, надо много наносить на волосы, а то не непонятно распределяется. Запах так себе, не знаю может кому-то понравиться запах.",Товар плохого качества
4985,Не берите товар в этом магазине!,Продавец
11898,не самсунг а дубликат.,Подделка
11341,"клипкая вещь, не стоит своих денег.",Товар плохого качества
12708,"резина 2018г прислали, и какую оценку ставить?.",Вопрос клиента
10838,"доставили очень оперативно, но товар некачественный сломана подставка, очень разочарованна сказали турция.",Товар или упаковка поврежден
7716,Саламатсызба! Мен жасыл т_x001A_ске бергенмін. Біра_x001A_ б_x001A_л бас_x001A_а т_x001A_с ж_x001A_не де бас_x001A_а т_x001A_рі,Другой товар
10325,"Я покупала по 2200тг, а тут уже стоит за 1300тг, эх вы взяли на подарок очень красивый.",Цена
7200,"Продукт несвежий, через месяц истекает срок годности и кошка его не ест.",Товар просроченный
6141,"Очень красивая скатерть, в живую намного красивее. Пятна хорошо оттираются, спасибо продавцу.","Продукт,Продавец"
7864,Сапасы нашар. Бір аптадан со_x001A_ істемей _x001A_алды.,Товар плохого качества
9564,"Ужасно просто! Заказывала кролика, а положили обезьянку. Зачем так безответственно поступать? Не для этого я платила, чтобы получить другой товар.",Другой товар
13537,я её не получила.,Вопрос клиента
9085,"Товар полностью соответствует описанию, очень удобная штука для проделывания отверстий в ремне. С непривычки нужно пробовать несколько раз пробивать, но после второй третьей попытки все пошло нормально. Так же можно использовать как дракол. Особенно когда стандартный дракол не подходит по размеру. Спасибо магазину PitStoreKZ.","Продукт,Продавец"
1613,"Всё как сказано, то и есть в комплекте. Упаковали хорошо. Звезду убираю за запах силикона. В общем спасибо большое. Надеюсь при выпечке и раскатывании теста не сильно будет выглядеть едкий запах. Думала сделать возврат, но маме понравился коврик, большой и говорит наверное удобно будет.",Продукт
6973,Пришел хорошо упакован.,Продавец
7195,Продовец бракованный деп вигалина чайнигин салып жиберди унамады сапасы оте нашар какпагы жуп жука,Товар или упаковка поврежден
13690,Ұнады бірақ ішінде жарты тола емес.,Неполная комплектация
5406,Нет полного комплекта,Неполная комплектация
2015,"Доставка на 1 день раньше, работает шустро.","Продукт,Доставка позитив"
11282,"качество товара, запах ужасный заказала товар по отзывам, там качество чехла совсем другое.",Товар плохого качества
8658,"Сыйлыққа чехол салып жіберіпті, рақмет.",Продавец
4676,"Мерзімінен ерте жеткізді, рахмет!",Доставка позитив
5674,Оригинал келді рақмет.,Продавец
2981,Здравствуите! Фруктовницу заказала 2 шт доставили 1 шт,Неполная комплектация
6703,"Постель супер, өзім музыкант болғасын нотасымен алғам, материал качествосы супер.",Продукт
12245,"переходник брала для зарядного устройства, привезли из другой страны, к сожалению не подошёл. здравствуйте. а в остальном норм. спасибо.","Другой товар,Продавец"
243,"<unk> ехол супер. К пульту подошел четко, рекомендую к покупке. Хан-Тенгри дукенине рахмет, сыйлыкка подномерник салып жиберипти.","Продавец,Продукт"
106,2 кунге шыдап берды Улкен 72 грамдыктын да эффектысы осындай ма?Қолданып көргендер болса жаза кетсеныздар.,Неинформативный
6757,"Почему то ручка не пишет, пришлось выбросить.",Товар плохого качества
12393,"пользовалась репликой, но это совсем не реплика, а голимая вонючая жижа. ужасно пахнут волосы, скупой платит дважды, будет мне уроком.","Подделка,Подделка"
12858,"сняла звезду из-за того, что порвана была упаковка и корм положили в какую то коробку. всегда заказывали, такого никогда не было.",Товар или упаковка поврежден
12434,"почему помада растаявшая?не успела намазать, как сломался стик.",Товар или упаковка поврежден
13487,"это какой-то развод! заявлено, что цвет чёрный и кружка хамелеон, а по факту обычная. очень разочарована покупкой. не советую покупать.","Другой товар,Продавец"
7181,"Продавцу следует изменить характеристику, потому что товар не соответствует. И цена очень завышена. Мне 62 лет и я не могу ходить по магазинам поэтому всегда заказываю через каспи магазин. Как пенсионеру мне очень удобно платить через рассрочку. Но такой товар попался в первые. В первые я делаю возврат. Так как всегда стараюсь покупать качественный товар не смотря на цену. Но в этот раз я как обычно поверила на характеристику товара и решилась покупать. И итог вот такой. Желаю продавцу быть честным и надеюсь это будет уроком и в следующий раз вы так не поступите.","Возврат,Другой товар,Продавец,Другой товар"
9761,Халат хороший.,Продукт
9379,"Төгіліп келгені болмаса, жақсы негізі. Келесіде қақпағын дұрыстап жабу керек.",Товар или упаковка поврежден
7410,Рахмет Каспиге ұнады.,Неинформативный
3873,"Костюм отличный, но размер не подошел, заказала 46, отправили 44, сделала возврат.","Возврат,Другой товар"
6926,"Прислали фломастеры с датой выпуска сентябрь 2019 года, срок годности 24 месяца. Синий и голубой дают одинаковый голубой цвет, также зелёный и салатовый тоже дают бледный салатовый одинаковый цвет.",Товар просроченный
4863,На размер мало мерить. А так качество хорошее.,Продукт
9059,"Товар не соответствует фотографиям. 3 звезды только потому, что он выполняет свои функции и выглядит более-менее прилично. Возвращать не стал, т. к. брал в подарок детям на Новый год и времени на возврат и покупку другого уже не было. Из плюсов: Стреляет метров на 8-10. Набирает воду автоматически. Из минусов: нет порта зарядки. Батарею нужно вынимать и заряжать отдельно. На сколько хватает батареи пока проверить не удалось. Качество и внешний вид можете оценить по фото.","Другой товар,Продавец"
